location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,1,,,,,Sales,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0
GB,0,1,0,Full-time,Associate,,Graphic Design,Design,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,Full-time,,,,Customer Service,0
PH,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,,,,Customer Service,0
US,0,1,1,,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,,,,,Marketing,0
CA,0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Sales,0
US,0,1,1,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Sales,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Nonprofit Organization Management,Administrative,0
CA,0,1,1,,,,,Human Resources,0
SG,0,1,0,,,,,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,1,1,1,Contract,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,0,0,Contract,,,,,0
US,0,1,1,Contract,Associate,Certification,Construction,Project Management,0
US,0,1,1,Contract,Associate,Certification,Construction,Project Management,0
ID,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
NZ,0,0,1,Full-time,Director,Master's Degree,Computer Software,Product Management,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,0,Full-time,,,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,1,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
AU,0,0,1,Full-time,Entry level,Unspecified,Financial Services,Administrative,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Outsourcing/Offshoring,Customer Service,0
US,0,1,0,Full-time,,,Hospital & Health Care,Health Care Provider,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,,,,,,0
US,0,1,0,Part-time,,,Human Resources,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,1,0,0,Full-time,,,Computer Software,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,0,0,Contract,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Project Management,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Insurance,Sales,0
US,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Associate,Some College Coursework Completed,Insurance,Sales,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,,,Information Technology and Services,,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0
US,0,1,0,Temporary,Internship,,Research,Research,0
US,0,0,0,Contract,Mid-Senior level,,,,0
ES,0,0,1,Full-time,Entry level,Bachelor's Degree,Telecommunications,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,0,0,Full-time,,,,,0
TR,0,0,0,Full-time,Not Applicable,Unspecified,Internet,Sales,0
US,0,0,0,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,,,Warehousing,,0
US,0,0,0,Full-time,,,Warehousing,,0
US,0,0,0,Full-time,,,Warehousing,,0
US,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
GR,0,1,0,Full-time,,Unspecified,Internet,Design,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0
US,1,0,1,Other,Associate,Unspecified,Insurance,Sales,0
GB,0,1,0,Full-time,Mid-Senior level,Unspecified,Information Services,Data Analyst,0
GB,0,0,1,,,,,,0
PK,0,1,1,,,,,,0
GR,0,1,1,,,,,,0
US,0,0,0,,,Bachelor's Degree,,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Associate,,Real Estate,Information Technology,0
US,0,0,0,Contract,,,,,0
US,0,0,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Project Management,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
HK,0,0,0,Full-time,,,,Sales,0
US,0,1,1,Temporary,Internship,,,Research,0
US,0,0,0,Contract,Mid-Senior level,,Military,Information Technology,0
US,0,0,0,,,,,,0
US,0,0,0,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,0,0,Contract,Mid-Senior level,,Government Administration,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,0,0,Contract,Mid-Senior level,Unspecified,Government Relations,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
GR,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
CA,0,1,0,,,,,,0
GB,0,0,1,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0
FR,0,1,1,,,,,,0
GR,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Games,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0
nan,0,1,0,,,,,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Veterinary,Sales,0
US,0,1,1,,,,,,0
GR,0,1,1,,,,,Sales,0
US,0,1,0,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Other,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
GR,0,1,0,Other,Mid-Senior level,Bachelor's Degree,Hospitality,Information Technology,0
IE,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Information Technology,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Publishing,Writing/Editing,0
US,1,1,0,Part-time,Entry level,High School or equivalent,Internet,Customer Service,0
nan,0,1,1,,,,,,0
US,0,1,0,,,,"Health, Wellness and Fitness",,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Warehousing,,0
US,1,1,1,Full-time,Mid-Senior level,Unspecified,Human Resources,Human Resources,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Marketing,0
US,0,0,1,,,,,,0
US,0,1,1,Contract,Associate,,Retail,,0
US,0,1,1,Full-time,Mid-Senior level,,Computer Software,Engineering,0
US,0,1,0,Full-time,,,Information Technology and Services,,0
NZ,0,1,0,,,,,,0
nan,0,1,1,,,,,,0
DE,0,1,1,Full-time,,,Retail,Customer Service,0
US,0,0,1,,,,,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,"Leisure, Travel & Tourism",Sales,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Entry level,,"Health, Wellness and Fitness",,0
US,0,1,1,Full-time,Entry level,Unspecified,Financial Services,Sales,0
AU,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Banking,Engineering,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Administrative,0
BR,0,1,0,Full-time,,,Financial Services,,0
US,0,1,1,,,,,,0
GB,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Human Resources,0
US,0,0,0,Full-time,Not Applicable,High School or equivalent,Telecommunications,Customer Service,1
DE,0,1,1,Full-time,,,Information Technology and Services,Information Technology,0
US,0,0,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Consulting,0
DE,0,1,1,Full-time,Mid-Senior level,,E-Learning,Marketing,0
US,0,1,0,,,,,Customer Service,0
GB,0,1,1,Full-time,Associate,High School or equivalent,Entertainment,Marketing,0
US,0,0,0,Full-time,,,,,0
CA,0,1,1,,,,,,0
US,0,1,1,Full-time,,,Computer Software,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
GB,0,1,0,Part-time,,,,,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
GB,0,1,0,Full-time,Entry level,Bachelor's Degree,,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Construction,Business Development,0
GB,0,1,1,Full-time,Internship,Bachelor's Degree,Public Policy,Research,0
US,0,0,0,Part-time,Internship,High School or equivalent,Marketing and Advertising,Marketing,1
US,0,0,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
SE,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Sales,0
IE,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0
GR,0,1,1,,,,,,0
US,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Associate,,Information Technology and Services,Engineering,0
SG,0,1,1,Full-time,,Bachelor's Degree,,Education,0
CA,0,1,1,Full-time,Associate,,Information Technology and Services,Project Management,0
US,0,1,1,Full-time,Associate,Associate Degree,Hospital & Health Care,Information Technology,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
nan,0,1,1,,,,,,0
GR,0,1,1,,,,,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
GB,0,0,0,,,,,,0
GB,0,1,0,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Health Care Provider,0
DE,0,1,1,Full-time,Internship,,Retail,Marketing,0
DE,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Sales,0
GB,0,0,1,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0
IT,0,1,0,,,,,Sales,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
DE,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Marketing,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,"Leisure, Travel & Tourism",Information Technology,0
US,0,0,0,Temporary,,,Restaurants,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,0,1,Full-time,Not Applicable,Unspecified,Construction,Sales,0
US,0,1,0,Full-time,Not Applicable,,Telecommunications,,0
US,0,1,0,Full-time,Mid-Senior level,,Financial Services,,0
GB,0,0,1,,,,,,0
US,0,1,1,Full-time,Entry level,,Consumer Services,Sales,0
GB,0,0,0,Full-time,Mid-Senior level,Professional,Staffing and Recruiting,,0
US,0,1,0,Contract,,,,,0
GB,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,E-Learning,Engineering,0
US,0,1,0,,,,,,0
GR,0,0,1,,,,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,Building Materials,,0
US,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
GR,0,1,1,,,,,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0
nan,0,1,0,,,,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,Administrative,0
GB,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Customer Service,0
FR,0,1,1,Full-time,Entry level,Unspecified,Computer Software,Information Technology,0
GR,0,1,0,,,,,,0
US,0,1,1,,,,,,0
NL,0,0,1,,,,,,0
US,0,0,0,Contract,,,,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0
nan,0,1,1,Part-time,,,,,0
GR,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Information Technology,0
US,0,1,0,Full-time,Entry level,,Consumer Services,Sales,0
US,0,1,0,,,,,,0
GB,1,0,0,Contract,,,Internet,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Mechanical or Industrial Engineering,Engineering,0
US,0,0,0,Contract,Associate,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,1,Full-time,Entry level,,Utilities,Other,0
IE,0,1,0,Full-time,Entry level,,Computer Software,Engineering,0
GR,0,1,1,,,,,,0
FR,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,Full-time,,Bachelor's Degree,Computer Software,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,0,0,,,,,,0
GB,0,1,0,Full-time,Director,Master's Degree,Computer Games,Accounting/Auditing,0
US,0,1,0,Full-time,Not Applicable,,Information Technology and Services,Design,0
US,0,0,1,Full-time,Associate,Bachelor's Degree,Real Estate,Business Analyst,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0
GB,0,1,0,Full-time,,,Information Technology and Services,Sales,0
CA,0,0,0,Full-time,Entry level,,Marketing and Advertising,Accounting/Auditing,0
GR,0,1,1,Full-time,Internship,Bachelor's Degree,Banking,Finance,0
US,0,0,0,Full-time,Associate,Unspecified,Financial Services,Sales,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Internet,Engineering,0
US,0,0,0,Full-time,Associate,Bachelor's Degree,"Health, Wellness and Fitness",Other,0
GR,0,1,1,,,,,,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
GB,0,1,0,Full-time,Internship,High School or equivalent,,Administrative,0
US,1,1,0,Full-time,Mid-Senior level,Professional,Internet,Information Technology,0
GR,0,1,0,,,,,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0
GB,0,1,1,Other,Internship,,Airlines/Aviation,Public Relations,0
nan,0,1,0,,,,,,0
GB,0,1,1,,,,Hospital & Health Care,,0
IN,0,1,0,Full-time,,,Internet,,0
DE,0,1,1,Full-time,Associate,Bachelor's Degree,E-Learning,Engineering,0
IE,0,1,1,Temporary,,,Legal Services,Legal,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
GB,0,1,1,Full-time,,,Automotive,Sales,0
GB,1,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Internet,Human Resources,0
US,1,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Consulting,0
US,0,0,0,Full-time,,,,,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,Full-time,,Bachelor's Degree,Logistics and Supply Chain,Supply Chain,0
GB,0,0,1,,,,,,0
US,0,1,0,,,,,,0
GB,0,1,0,,,,,,0
GB,0,1,0,,,,,,0
US,0,0,1,Full-time,Director,Master's Degree,Hospital & Health Care,Health Care Provider,0
GB,0,1,1,,,,,,0
GB,0,1,0,Full-time,Mid-Senior level,,Computer Games,,0
US,0,1,1,Full-time,,,Oil & Energy,Other,0
IN,0,0,0,,,,,,0
GR,0,1,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,"Health, Wellness and Fitness",Health Care Provider,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Warehousing,Supply Chain,0
US,0,1,1,Full-time,,,Nonprofit Organization Management,,0
